"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"7586","Noces","2017","N/A","N/A","N/A","Drama","Stephan Streker","Stephan Streker","Lina El Arabi, Sébastien Houbani, Babak Karimi, Nina Kulkarni","N/A","French, Urdu","Belgium, Pakistan, Luxembourg, France","N/A","N/A","N/A","N/A","N/A","tt5771640","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7587","Center of My World","2016","N/A","10 Nov 2016","115 min","Family","Jakob M. Erwa","Jakob M. Erwa (screenplay), Andreas Steinhöfel (based on the novel by)","Inka Friedrich, Sascha Alexander Gersak, Thomas Goritzki, Louis Hofmann","After a summer spent with his his best friend Kat to escape his family, Phil goes back to school and starts to question his feelings towards Nicholas, a new classmate.","German, English","Germany, Austria","2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNjBhMTExOTQtYWVjYS00ZjY4LWFiNzMtNmNlNWZhNjE0MDBjXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg","N/A","7.3","185","tt4932154","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7588","The Eye of Silence","2014","N/A","N/A","95 min","Drama, Fantasy, Thriller","Emmanuel Sapolsky","Emmanuel Sapolsky, Xin Wang","Xin Wang, Yu Guang Zheng, Bo Sun, Si Lu Yu","Being able to see in the dark is a bless, but in Beijing, it's a curse....","Chinese, Mandarin","France, China","N/A","http://ia.media-imdb.com/images/M/MV5BMTU1NjQ4MTk3OV5BMl5BanBnXkFtZTgwOTk3MzM3MjE@._V1_SX300.jpg","N/A","N/A","N/A","tt3419880","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7589","König Laurin","2016","N/A","22 Jul 2016","N/A","Fantasy","Matthias Lang","Matthias Lang","Volker Michalowski, Patrick Mölleken, Rufus Beck, Florian Burgkart","N/A","German","Germany","N/A","N/A","N/A","N/A","N/A","tt4635004","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7590","Talons of the Cranes","2016","N/A","01 Sep 2016","N/A","Crime","Bart Vandever","John Michael Elfers, Jorge C. Perez, Bart Vandever","Mirna Alonso, Jason Anderson, Vartan Antonyan, Abigail Armengol","N/A","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BNTQ4MDM0NjU3MV5BMl5BanBnXkFtZTgwMDY5NzI5OTE@._V1_SX300.jpg","N/A","N/A","N/A","tt3581414","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7591","Abhinay Chakra","2016","N/A","N/A","N/A","Comedy","Dipankar Senapati","N/A","Richa Chadha, Makrand Deshpande, Govinda, Harish","A fearless cop who becomes nightmare for law breakers.","Hindi","N/A","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ2NTkxOWUtZmE3Mi00YmVhLTk5Y2EtY2E2NzA1ZTU2MjI2XkEyXkFqcGdeQXVyNjc2MDQ3MjU@._V1_SX300.jpg","N/A","N/A","N/A","tt5896934","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7592","Sommar och en jävla massa trubbel","2016","N/A","26 Aug 2016","57 min","Comedy","Magnus G. Bergström","Gustav Ahlgren (story), Josephine Bengtsberg (story), Magnus G. Bergström, Sophie Lenasson (story)","Josephine Bengtsberg, Robin Dahlström, David Hahn, Sofia Hasselgren","N/A","Swedish","Sweden","N/A","N/A","N/A","N/A","N/A","tt5970010","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7593","Die Einsiedler","2016","N/A","N/A","N/A","Drama","Ronny Trocker","Ronny Trocker","Andreas Lust","N/A","German","Germany","N/A","N/A","N/A","N/A","N/A","tt5061582","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7594","Worldly Girl","2016","N/A","09 Nov 2016","101 min","Drama, Romance","Marco Danieli","Marco Danieli, Antonio Manca","Sara Serraiocco, Michele Riondino, Eugenio Banella, Giorgio Careccia","When Giulia meets Libero, she discovers there may be another destiny awaiting her, as they embark on an intense period together. A choice that leads to Giulia being completely cut off from the Jehovah's Witness world she belongs to.","Italian","Italy, France","3 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BNTYxMDQ4ZWUtZDM2Yi00NzczLWIwYTUtMzExNzAxMDFjNmM2XkEyXkFqcGdeQXVyNjUxNzIzODQ@._V1_SX300.jpg","N/A","6.3","32","tt5917958","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2","http://www.rottentomatoes.com/m/worldly_girl","N/A","N/A","N/A","N/A","True"
"7595","Peripherie","2016","N/A","28 Sep 2016","81 min","Drama","Lisa Brühlmann, Yasmin Joerg, Jan-Eric Mack, Wendy Pillonel, Luca Ribler","Remie Blaser (Episode ""Vinc""), Olga Dinnikova (Episode ""Sonja""), Romana Friedli (Episode ""Edi"" & ""Sonam""), Jérôme Furrer (Episode ""Javier"")","Roger Bonjour, Jaap Achterberg, José Barros, Pema Shitsetsang","Swiss national holiday. It's a sweltering 1st of August in Zurich. Five misfits fight for their rights, dignity and respect.","German, Swiss German, English, Russian, Spanish","Switzerland","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNWU1NTUyMzctOWVkNy00Mzg1LWJmNDAtMDZmZDI4Nzg0NzA5XkEyXkFqcGdeQXVyMTU4MDY1MTg@._V1_SX300.jpg","N/A","N/A","N/A","tt5980412","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7596","Un Juif pour l'exemple","2016","N/A","06 Aug 2016","72 min","Drama","Jacob Berger","Jacob Berger, Jacques Chessex (based on the novel by), Michel Fessler, Aude Py","Bruno Ganz, André Wilms, Aurélien Patouillard, Paul Laurent","N/A","French","Switzerland","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BN2YxMGM5NGYtNDQ4OS00MGZiLWI5YWUtMGVjODcyMDg5OTc2XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg","N/A","7.0","18","tt5934634","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/un_juif_pour_lexemple","N/A","N/A","N/A","N/A","True"
"7597","Long Excuses","2016","N/A","14 Oct 2016","124 min","Drama","Miwa Nishikawa","Miwa Nishikawa (screenplay), Miwa Nishikawa (novel)","Sôsuke Ikematsu, Masahiro Motoki, Eri Fukatsu, Haru Kuroki","Based on a book by writer - director Miwa Nishikawa, a recently widowed writer ( Masahiro Motoki,Departures)whose wife died in a bus crash comes to terms with his grief,or lack of it, in ...","Japanese","Japan","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZTc0YzVjNGYtZWNkOS00MmJkLTgzYzctMTMyZDIyYzY4NzdmXkEyXkFqcGdeQXVyNTQ1MTYzNzY@._V1_SX300.jpg","N/A","7.7","102","tt4837062","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7598","Doctor Rakhmabai","2016","N/A","N/A","124 min","Biography","Nandu Achrekar, Ananth Narayan Mahadevan","Bikas Ranjan Mishra (screenplay), Mohini Varde (story)","Tannishtha Chatterjee, Bharat Dabholkar, Santosh Juvekar, Kavita Lad","The story of India's first practicing lady doctor, social rebel and medical pioneer who paved the way for a fight against gender discrimination.","Marathi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BM2I0NzExNWQtNGMwYS00MGIxLTg0MzMtYTM5OTMyNWM3YThlXkEyXkFqcGdeQXVyNjc0NzcwMzI@._V1_SX300.jpg","N/A","N/A","N/A","tt5934324","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7599","Dreamland","2016","N/A","N/A","90 min","Drama","John G. Young","John G. Young","Anthony Rapp, De'Adre Aziza, Jermaine Rowe, Drew Allen","Following the death of his young son, Brad O'Connor becomes obsessed with a young Jamaican man online, eventually leading to a confrontation he and his wife can no longer avoid.","English","USA","N/A","N/A","N/A","N/A","N/A","tt4589516","movie","63","fresh","5.9","8","5","3","N/A","88","4.2","57","http://www.rottentomatoes.com/m/dreamland_2016","N/A","N/A","N/A","N/A","True"
"7600","Into These Dark Woods","2016","N/A","N/A","N/A","Horror","Wayne Johnson","Wayne Johnson (screenplay), Wayne Johnson (story)","Tracie Jiggetts, Herbert Aiken","N/A","N/A","USA","N/A","N/A","N/A","N/A","N/A","tt5731742","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7601","Afterlov","2016","N/A","08 Aug 2016","94 min","Comedy, Drama","Stergios Paschos","Stergios Paschos","Haris Fragoulis, Iro Bezou","N/A","Greek","Greece","N/A","N/A","N/A","N/A","N/A","tt5820148","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7602","Barcelona: A Love Untold","2016","N/A","14 Sep 2016","132 min","Drama, Romance","Olivia M. Lamasan","Carmi Raymundo (screenplay)","Kathryn Bernardo, Christina Sanchez Elloso, Joshua Garcia, Aiko Melendez","A young man (Elly), still trying to get over his past relationship, meets a young woman (Mia) in Barcelona trying to run away from her past.","Filipino, Tagalog, Spanish","Philippines","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYjNhZWZkNjktNmMwMy00MmQzLTkwZTUtZmZmMjU2MmExZDQ4XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","N/A","6.2","135","tt5755912","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","63","3.8","49","http://www.rottentomatoes.com/m/barcelona_a_love_untold","N/A","N/A","ABS-CBN Film Productions","N/A","True"
"7603","Cold November","2016","N/A","N/A","N/A","Thriller","Karl Jacob","Karl Jacob","Josephine Decker, Karl Jacob, Bijou Abas","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt4712516","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7604","Lajja","2016","N/A","05 Feb 2016","N/A","Drama","Narasimha Nandi","K.V.S.N. Anil Kumar, Narasimha Nandi","Varun Aleti, Madhumita, Shiva","N/A","Telugu","India","N/A","N/A","N/A","N/A","N/A","tt5465308","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7605","Eine unerhörte Frau","2016","N/A","06 Oct 2016","88 min","Biography","Hans Steinbichler","Christian Lex, Angelika Schwarzhuber","Romy Butz, Rosalie Thomass, Sebastian Bezzel, Gundi Ellert","A tale about a farmer and his ill daughter seeking for a doctor can bring back her health.","German","Germany","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BYmY0NjE0NzctNzY5My00YjY2LTkyNWUtOTBjNWM1ZTUxMTJjXkEyXkFqcGdeQXVyMjgyMTEzOA@@._V1_SX300.jpg","N/A","7.9","9","tt5119048","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/eine_unerhorte_frau","N/A","N/A","Lailaps Pictures","N/A","True"
"7606","Cine Basura: La película","2016","N/A","N/A","N/A","Comedy, Sci-Fi","Paco Fox, Miguel Ángel Viruete","Fernando Hugo Rodrigo Blanco, Paco Fox (story), Miguel Ángel Viruete (story), José Viruete (story)","Miguel Ángel Aijón, Paco Fox, Natalia Álvarez-Bilbao, Maite Medina","N/A","Spanish","Spain","N/A","N/A","N/A","N/A","N/A","tt5005454","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7607","Dream","2016","N/A","14 Dec 2016","N/A","Drama","Dervis Zaim","Dervis Zaim","Gizem Akman, Dilsad Bozyigit, Gizem Erdem, Ebru Helvacioglu","N/A","Turkish","Turkey","N/A","N/A","N/A","N/A","N/A","tt5636334","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7608","The Fear of God","2016","N/A","01 May 2016","N/A","Drama","Simon de Waal","Simon de Waal","N/A","N/A","Dutch","Netherlands","N/A","N/A","N/A","N/A","N/A","tt3461692","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7609","Traffic 2","2016","N/A","N/A","N/A","Crime","Pete Middleton","Pete Middleton, Pete Middleton","Kuki Keaton","A follow on the Traffic that exposed the corruption within the child protection System. Traffic II is going deeper into their web of deception and uncovering more shocking activity, letting...","English","UK","N/A","N/A","N/A","N/A","N/A","tt4472084","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7610","Heat in the West","2016","N/A","N/A","N/A","Comedy","N/A","Hussain Ahmed","N/A","Set in western world, two Arab cowboys come to America in search of gold and go through a hilarious journey.","English","USA","N/A","N/A","N/A","N/A","N/A","tt5622408","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7611","Assassinaut","2016","N/A","01 Oct 2016","N/A","Sci-Fi","Drew Bolduc","Drew Bolduc","Shannon Hutchinson, Vito Trigo, Jasmina Parent, Johnathan Newport","Assassinaut is a science-fiction adventure film about a young girl who braves the alien wilderness of a faraway planet to save the President of Earth from a murderous astronaut.","English","USA","N/A","N/A","N/A","N/A","N/A","tt5300154","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7612","Tuu to Gayo","2017","N/A","N/A","N/A","Comedy","Dhwani Gautam","Dhwani Gautam, Vipul Sharma","Dharmesh Vyas, Tushar Sadhu, Nilay Patel, Raunaq Kamdar","Tuu to Gayo is upcoming Gujarati Movie Directed by Dhwani Gautam. It is a story of four friends and their story about marriage.","Gujarati","India","N/A","http://ia.media-imdb.com/images/M/MV5BNTY2NzQ1YTUtMmYwMS00YWEzLTk0YTMtMWJlNmNhODZjYWE0XkEyXkFqcGdeQXVyMjg3NTgzNTA@._V1_SX300.jpg","N/A","N/A","N/A","tt5862032","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7613","Dick and Jack","2016","N/A","30 Sep 2016","90 min","Comedy, Drama","John Ransom Phillips","John Ransom Phillips","Drew Allen, Ken Straus, Anne Leigh Cooper, Zenon Zeleniuch","""Dick And Jack"" - a story about the unique relationships between fathers and sons. With all the highs and lows and fascinating dynamics involved. The featured characters are two very famous...","English","USA","N/A","N/A","N/A","N/A","N/A","tt4726170","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3","http://www.rottentomatoes.com/m/dick_and_jack","N/A","N/A","N/A","N/A","True"
"7614","House of Norway","2016","N/A","15 Nov 2016","90 min","Comedy","Jan Vardoen","Jan Vardoen","Ali Djabbari, Gard Bjornsjterne Eidsvold, Sharukh Kavousi, Hege Schøyen","N/A","Norwegian","Norway","N/A","N/A","N/A","N/A","N/A","tt5642934","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7615","The Life of Flowers","2016","N/A","N/A","N/A","N/A","Jimmy Bontatibus","Jimmy Bontatibus","Mersiha Husagic, Drew Gregory, Aida Bukva, Katija Bratkovic","N/A","Bosnian, English","Bosnia and Herzegovina, USA","N/A","N/A","N/A","N/A","N/A","tt5119584","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7616","Love and Deceit","2016","N/A","16 Jul 2016","109 min","Drama","Joseph Johnson","Joseph Johnson, Raven Williamson","Rodney Davs, Therron Dumas, Tamika Hudson, Dion LeMon","N/A","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BODFiNTE0NGUtYWY4NC00MDM0LWIyMDItZTIxNzcxZDM3NjJhXkEyXkFqcGdeQXVyNDQ4MDk3MTY@._V1_SX300.jpg","N/A","N/A","N/A","tt5932966","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7617","What We've Become","2016","N/A","N/A","N/A","Drama","Jennifer Nelson","Jennifer Nelson","Crystal Arnette, Will Averill, Jennifer Bennett, Sally Bremenkamp","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5276004","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7618","Etsinnässä","2016","N/A","N/A","N/A","Comedy, Drama, Romance","Jevgeni Lensu","Joona Jaakkola (original idea), Joona Jaakkola, Jevgeni Lensu","Markus Mäkelä, Veera W. Vilo, Liinu Kinnunen, Jaana Räsänen","Etsinnässä (Searching for You) is a story about Joni, a young man in his twenties, who returns to his hometown for summer vacation from university. While on his vacation, Joni tries to find himself and happiness.","Finnish","Finland","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BODM4ZWQ4NmUtYWY3ZS00ZDY5LThhODgtYmZmMjlkZjc1ZWI2XkEyXkFqcGdeQXVyMjg0NzMyODI@._V1_SX300.jpg","N/A","N/A","N/A","tt3708792","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7619","The Cutlass","2016","N/A","N/A","105 min","Drama, Thriller","Darisha Beresford","Teneille Newallo","Kirk Baltz, Arnold Goindhan, Alison Bel Kwani","Inspired by true events, THE CUTLASS is a dramatic thriller set in the tropical wilderness of Trinidad and tells the story of a young woman who falls into the grasp of a dangerous sociopath...","English","Trinidad and Tobago","N/A","N/A","N/A","N/A","N/A","tt5789310","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7620","Korobka","2016","N/A","07 Apr 2016","99 min","Sport","Eduard Bordukov","N/A","Sergey Romanovich, Sergey Podolny, Kirill Degtyar, Aleksandr Melnikov","N/A","Russian","Russia","N/A","N/A","N/A","N/A","N/A","tt5756530","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7621","Vanish","2016","N/A","N/A","N/A","Horror","The Aquinas, Will Metheringham","The Aquinas","Maria Lee Metheringham, Maddy Patterson","Evil lurks within unexpected places.","N/A","UK","N/A","N/A","N/A","N/A","N/A","tt4580114","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7622","The Blimp Trap","2015","N/A","01 Sep 2015","N/A","Family","Shawn Welling","Miriam Esther Goldman, Nathan Carliner Goldman, Harwood Taylor (story)","Blaze Tucker, Isabella Blake-Thomas, Reneé Redden-Somoza, Sebastian Somoza","Nine-year-old Harwood isn't like other boys in 1977 Texas. After losing his brother in a tragic car crash, his mother takes up drinking, and Harwood finds comfort in his best friend -- ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjIzOTY5MDMyM15BMl5BanBnXkFtZTgwNzY4OTc3NTE@._V1_SX300.jpg","N/A","N/A","N/A","tt4693830","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7623","Witches of Virgin Forest","2016","N/A","01 Jul 2016","72 min","N/A","N/A","N/A","N/A","The year is 1800. The town, Bacchusville, New Jersey. Witch Helena Pottsworth can no longer contain her surging desires. Helena begins seducing the citizenry in bodice-ripping acts of pagan debauchery. Soon, no woman is safe.","N/A","N/A","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDAyODk1MF5BMl5BanBnXkFtZTgwODMzNjg3OTE@._V1_SX300.jpg","N/A","N/A","N/A","tt5966348","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7624","Special Delivery","2016","NOT RATED","N/A","N/A","Comedy","Jonathan Godfrey","Jonathan Godfrey","Jackson Cropper, Truman Hedrick, Nick Umbarger","When a dead body is delivered to their front door, two teenagers must decide where to hide it.","English","USA","N/A","N/A","N/A","N/A","N/A","tt5519666","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7625","Homeport","2016","N/A","14 Sep 2016","82 min","Drama","Erez Tadmor","Shlomo Efrati, Erez Tadmor","Shmil Ben Ari, Yoram Hattab","After years at sea, Aaron returns to the port of Ashdod in the hopes of winning back his family, but he soon realizes that lif on land is more complicated then her thought.","Hebrew","Israel","N/A","N/A","N/A","N/A","N/A","tt5106396","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7626","Dom andjela","2016","N/A","N/A","N/A","Drama","Branka Besevic Gajic","Branka Besevic Gajic","Stojan Gajic, Vladika Joanikije, Jelena Kuveljic, Ljubisa Marinkovic","N/A","Serbian","Serbia","N/A","N/A","N/A","N/A","N/A","tt5067976","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7627","Var To NRI J","2016","N/A","14 Oct 2016","N/A","Comedy","Dinesh Barot","Santosh Kaushik, Makrand Musale","Vijay Bhatia, Rajul Diwan, Sanjay Pandya, Niharica Raizada","N/A","Gujarati","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BM2RkZWQwNzAtYjgzYy00MjNiLTkzNTAtNTJjOWJiNjFjMGM2XkEyXkFqcGdeQXVyNjcyOTU2MzI@._V1_SX300.jpg","N/A","N/A","N/A","tt5992308","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7628","His Daughter","2016","N/A","06 Aug 2016","96 min","Biography","Tatiana Everstova","N/A","Sveta Portnyagina, Barbara Novogodina, Procope Yakovlev","N/A","Yakut","Russia","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYjRkZTZjOWMtNmJhYi00ZTc0LTk5ZTktYTM2YzQzZDQ4ZTY5XkEyXkFqcGdeQXVyNjAzMTczNA@@._V1_SX300.jpg","N/A","N/A","N/A","tt5934300","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7629","Los Divorciados","2016","N/A","01 Sep 2016","N/A","Comedy","Roberto Angel Salcedo","N/A","Fausto Mata, Cheddy García, Carlos de la Mota, Kenny Grullon","N/A","Spanish","Dominican Republic","N/A","N/A","N/A","N/A","N/A","tt5608126","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7630","Bad Start","2015","N/A","N/A","N/A","Action, Adventure, Drama","Paris Grigorakis","Vassilis Kiltidis","Natalie Grigoriadou, Vassilis Kiltidis, Slavi Slavov, Iordanis Aivazoglou","Bad Start (Kaki Arhi) is about the story of Vassilis Kessarios, a lonely farmer who is in the verge of losing his house due to his dead father's debt. Kessarios and his friends are also ...","Greek","Greece","N/A","http://ia.media-imdb.com/images/M/MV5BMTQ1OTE0NDUyNl5BMl5BanBnXkFtZTgwOTcyNjg5NDE@._V1_SX300.jpg","N/A","N/A","N/A","tt4346324","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7631","Man with the Binoculars : Antardrishti","2016","N/A","N/A","97 min","Drama","Rima Das","Rima Das","N/A","About how a man, in the final stages of his life, reflects back on his life through what is happening in the present.He sees how he is adversely affecting his surroundings, his daugher, his...","N/A","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMmQ5NTZmODUtNTUyZi00NDdmLTk4MjYtN2VlMGYwYTU5ZDgzXkEyXkFqcGdeQXVyNjc2MDIyNDI@._V1_SX300.jpg","N/A","N/A","N/A","tt5808842","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7632","High & Low the Red Rain","2016","N/A","08 Oct 2016","110 min","N/A","Yudai Yamaguchi","Norihisa Hiranuma, Keisuke Makino, Yuko Matsuda, Kei Watanabe","Noémie Nakai, Takumi Saitô, Takahiro, Hiroomi Tosaka","N/A","Japanese","Japan","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNDdmZGIxZDEtMzMxMi00MmEyLWEyMjItYzg3OWVhNTI0YTNiXkEyXkFqcGdeQXVyNjU3MzA0NjE@._V1_SX300.jpg","N/A","N/A","N/A","tt5923040","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7633","Nenjam Marappathillai","2016","N/A","N/A","N/A","Horror","K. Selvaraghavan","K. Selvaraghavan","Surya S.J., Regina Cassandra, Nandita Shwetha","N/A","Tamil","India","N/A","N/A","N/A","N/A","N/A","tt5985720","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7634","War Truck Disaster Drive","2016","N/A","21 Mar 2016","136 min","Horror, Sci-Fi","Ewen Rigg","N/A","Mark Fox, Dave Goldsmith, Dan Hewitt, Ian Moody","Three guys go on an off road trip of a lifetime in their newly acquired Army Truck, but it all goes horribly wrong when they start meeting monsters.","English","UK","N/A","N/A","N/A","N/A","N/A","tt5763666","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7635","I am No Bird","2016","N/A","20 Aug 2016","78 min","Drama","Scout Tafoya","Michelle Siracusa, Nick Smerkanich, Scout Tafoya","Theodora Blasko, Cooper McKim, Michelle Siracusa, Nick Smerkanich","A woman confronts the man who wronged her hoping for some explanation for the deceit in men's hearts.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ1YTVhMzktMzMyZS00ZjhhLWE5ZGUtODIxYWM5MDVmMTk2XkEyXkFqcGdeQXVyMjUxNzczNzE@._V1_SX300.jpg","N/A","N/A","N/A","tt5979596","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
